 temp-sweep      abs(v(alim))    v(drain)        v(gate)         v(source)       v(body)         i(Vd)           i(Vg)           i(Vs)           i(Vb)          
 2.50000000e+01  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.10000000e+00  0.00000000e+00  8.48143265e-05  2.57254487e-08 -3.92712035e-03  3.84228030e-03 
 2.50000000e+01  5.00000000e-02  0.00000000e+00  5.00000000e-02  1.10000000e+00  0.00000000e+00  8.21896994e-05  2.11598492e-08 -3.92449182e-03  3.84228096e-03 
 2.50000000e+01  1.00000000e-01  0.00000000e+00  1.00000000e-01  1.10000000e+00  0.00000000e+00  7.93859683e-05  1.75613637e-08 -3.92168479e-03  3.84228126e-03 
 2.50000000e+01  1.50000000e-01  0.00000000e+00  1.50000000e-01  1.10000000e+00  0.00000000e+00  7.63944022e-05  1.46017238e-08 -3.91869038e-03  3.84228137e-03 
 2.50000000e+01  2.00000000e-01  0.00000000e+00  2.00000000e-01  1.10000000e+00  0.00000000e+00  7.32054053e-05  1.20886852e-08 -3.91549891e-03  3.84228141e-03 
 2.50000000e+01  2.50000000e-01  0.00000000e+00  2.50000000e-01  1.10000000e+00  0.00000000e+00  6.98083897e-05  9.91554483e-09 -3.91209973e-03  3.84228143e-03 
 2.50000000e+01  3.00000000e-01  0.00000000e+00  3.00000000e-01  1.10000000e+00  0.00000000e+00  6.61915714e-05  8.02012101e-09 -3.90848102e-03  3.84228143e-03 
 2.50000000e+01  3.50000000e-01  0.00000000e+00  3.50000000e-01  1.10000000e+00  0.00000000e+00  6.23417002e-05  6.36089448e-09 -3.90462949e-03  3.84228143e-03 
 2.50000000e+01  4.00000000e-01  0.00000000e+00  4.00000000e-01  1.10000000e+00  0.00000000e+00  5.82437833e-05  4.90564567e-09 -3.90053012e-03  3.84228143e-03 
 2.50000000e+01  4.50000000e-01  0.00000000e+00  4.50000000e-01  1.10000000e+00  0.00000000e+00  5.38809996e-05  3.62664387e-09 -3.89616605e-03  3.84228143e-03 
 2.50000000e+01  5.00000000e-01  0.00000000e+00  5.00000000e-01  1.10000000e+00  0.00000000e+00  4.92352736e-05  2.49871324e-09 -3.89151920e-03  3.84228143e-03 
 2.50000000e+01  5.50000000e-01  0.00000000e+00  5.50000000e-01  1.10000000e+00  0.00000000e+00  4.42895349e-05  1.49844848e-09 -3.88657246e-03  3.84228143e-03 
 2.50000000e+01  6.00000000e-01  0.00000000e+00  6.00000000e-01  1.10000000e+00  0.00000000e+00  3.90336495e-05  6.03820993e-10 -3.88131568e-03  3.84228143e-03 
 2.50000000e+01  6.50000000e-01  0.00000000e+00  6.50000000e-01  1.10000000e+00  0.00000000e+00  3.34774030e-05 -2.06066275e-10 -3.87575862e-03  3.84228143e-03 
 2.50000000e+01  7.00000000e-01  0.00000000e+00  7.00000000e-01  1.10000000e+00  0.00000000e+00  2.76749848e-05 -9.51190238e-10 -3.86995546e-03  3.84228143e-03 
 2.50000000e+01  7.50000000e-01  0.00000000e+00  7.50000000e-01  1.10000000e+00  0.00000000e+00  2.17631902e-05 -1.65062186e-09 -3.86404297e-03  3.84228143e-03 
 2.50000000e+01  8.00000000e-01  0.00000000e+00  8.00000000e-01  1.10000000e+00  0.00000000e+00  1.60031202e-05 -2.32125696e-09 -3.85828223e-03  3.84228143e-03 
 2.50000000e+01  8.50000000e-01  0.00000000e+00  8.50000000e-01  1.10000000e+00  0.00000000e+00  1.07864981e-05 -2.97278113e-09 -3.85306495e-03  3.84228143e-03 
 2.50000000e+01  9.00000000e-01  0.00000000e+00  9.00000000e-01  1.10000000e+00  0.00000000e+00  6.54358744e-06 -3.61608521e-09 -3.84882140e-03  3.84228143e-03 
 2.50000000e+01  9.50000000e-01  0.00000000e+00  9.50000000e-01  1.10000000e+00  0.00000000e+00  3.54346656e-06 -4.30323333e-09 -3.84582060e-03  3.84228143e-03 
 2.50000000e+01  1.00000000e+00  0.00000000e+00  1.00000000e+00  1.10000000e+00  0.00000000e+00  1.73174762e-06 -5.13302112e-09 -3.84400810e-03  3.84228148e-03 
 2.50000000e+01  1.05000000e+00  0.00000000e+00  1.05000000e+00  1.10000000e+00  0.00000000e+00  7.88664172e-07 -6.54311449e-09 -3.84306397e-03  3.84228185e-03 
 2.50000000e+01  1.10000000e+00  0.00000000e+00  1.10000000e+00  1.10000000e+00  0.00000000e+00  3.48830648e-07 -1.07063851e-08 -3.84262210e-03  3.84228397e-03 
